UID,Authors,PubDate(Year),PubDate(Month),Title,Summary
26775113,"Olaka LA, Wilke FD, Olago DO, Odada EO, Mulch A, Musolff A","2016","Mar","Groundwater fluoride enrichment in an active rift setting: Central Kenya Rift case study.","Olaka LA, Wilke FD, Olago DO, Odada EO, Mulch A, Musolff A.Groundwater fluoride enrichment in an active rift setting: Central Kenya Rift case study. Sci Total Environ. 2016 Mar 1; 545-546:641-53." 
27184149,"Amiri V, Nakhaei M, Lak R, Kholghi M","2016","Aug","Geophysical, isotopic, and hydrogeochemical tools to identify potential impacts on coastal groundwater resources from Urmia hypersaline Lake, NW Iran.","Amiri V, Nakhaei M, Lak R, Kholghi M.Geophysical, isotopic, and hydrogeochemical tools to identify potential impacts on coastal groundwater resources from Urmia hypersaline Lake, NW Iran. Environ Sci Pollut Res Int. 2016 Aug; 23(16):16738-60." 
27320738,"Sadat-Noori M, Santos IR, Tait DR, Maher DT","2016","Oct","Fresh meteoric versus recirculated saline groundwater nutrient inputs into a subtropical estuary.","Sadat-Noori M, Santos IR, Tait DR, Maher DT.Fresh meteoric versus recirculated saline groundwater nutrient inputs into a subtropical estuary. Sci Total Environ. 2016 Oct 1; 566-567:1440-53." 
27372119,"Brauns B, Bjerg PL, Song X, Jakobsen R","2016","Jul","Field scale interaction and nutrient exchange between surface water and shallow groundwater in the Baiyang Lake region, North China Plain.","Brauns B, Bjerg PL, Song X, Jakobsen R.Field scale interaction and nutrient exchange between surface water and shallow groundwater in the Baiyang Lake region, North China Plain. J Environ Sci (China). 2016 Jul; 45:60-75." 
27398641,"Costa D, Burlando P, Priadi C, Shie-Yui L","2016","Sep","The nitrogen cycle in highly urbanized tropical regions and the effect of river-aquifer interactions: The case of Jakarta and the Ciliwung River.","Costa D, Burlando P, Priadi C, Shie-Yui L.The nitrogen cycle in highly urbanized tropical regions and the effect of river-aquifer interactions: The case of Jakarta and the Ciliwung River. J Contam Hydrol. 2016 Sep; 192:87-100." 
27581045,"Park JY, Ruidisch M, Huwe B","2016","Nov","Transport of sulfonamide antibiotics in crop fields during monsoon season.","Park JY, Ruidisch M, Huwe B.Transport of sulfonamide antibiotics in crop fields during monsoon season. Environ Sci Pollut Res Int. 2016 Nov; 23(22):22980-22992." 
27620959,"Murgulet D, Murgulet V, Spalt N, Douglas A, Hay RG","2016","Dec","Impact of hydrological alterations on river-groundwater exchange and water quality in a semi-arid area: Nueces River, Texas.","Murgulet D, Murgulet V, Spalt N, Douglas A, Hay RG.Impact of hydrological alterations on river-groundwater exchange and water quality in a semi-arid area: Nueces River, Texas. Sci Total Environ. 2016 Dec 1; 572:595-607." 
27919163,"Hssaisoune M, Bouchaou L, N'da B, Malki M, Abahous H, Fryar AE","2016","Dec","Isotopes to assess sustainability of overexploited groundwater in the Souss-Massa system (Morocco).","Hssaisoune M, Bouchaou L, N'da B, Malki M, Abahous H, Fryar AE.Isotopes to assess sustainability of overexploited groundwater in the Souss-Massa system (Morocco). Isotopes Environ Health Stud. 2016 Dec 5; :1-15." 
27996242,"Liu Y, Xu F, Liu C","2017","Feb","Coupled Hydro-Biogeochemical Processes Controlling Cr Reductive Immobilization in Columbia River Hyporheic Zone.","Liu Y, Xu F, Liu C.Coupled Hydro-Biogeochemical Processes Controlling Cr Reductive Immobilization in Columbia River Hyporheic Zone. Environ Sci Technol. 2017 Feb 7; 51(3):1508-1517." 
28106048,"Wang J, Lu C, Sun Q, Xiao W, Cao G, Li H, Yan L, Zhang B","2017","Jan","Simulating the hydrologic cycle in coal mining subsidence areas with a distributed hydrologic model.","Wang J, Lu C, Sun Q, Xiao W, Cao G, Li H, Yan L, Zhang B.Simulating the hydrologic cycle in coal mining subsidence areas with a distributed hydrologic model. Sci Rep. 2017 Jan 20; 7:39983." 
28117113,"Lóczy D, Dezső J, Czigány S, Prokos H, Tóth G","2017","Jan","An environmental assessment of water replenishment to a floodplain lake.","Lóczy D, Dezső J, Czigány S, Prokos H, Tóth G.An environmental assessment of water replenishment to a floodplain lake. J Environ Manage. 2017 Jan 20; " 
